93	/	/	PUNCT	_	_	_	_	_	@ab1991f-words#@ab1991f#116.766#117.082
94	в	в	ADP	_	_	_	_	_	@ab1991f-words#@ab1991f#117.082#117.398
95	советском	советский	ADJ	_	Case=Loc|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@ab1991f-words#@ab1991f#117.398#117.714
96	союзе	союз	NOUN	_	Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing	_	_	_	@ab1991f-words#@ab1991f#117.714#118.03
97	да	да	CCONJ	_	_	_	_	_	@ab1991f-words#@ab1991f#118.03#118.346
98	ещё	еще	ADV	_	Degree=Pos	_	_	_	@ab1991f-words#@ab1991f#118.346#118.662
99	и	и	PART	_	_	_	_	_	@ab1991f-words#@ab1991f#118.662#118.978
100	в	в	ADP	_	_	_	_	_	@ab1991f-words#@ab1991f#118.978#119.294
101	актёрской	актёрский	ADJ	_	Case=Loc|Degree=Pos|Gender=Fem|Number=Sing	_	_	_	@ab1991f-words#@ab1991f#119.294#119.61
102	среде	среда	NOUN	_	Animacy=Inan|Case=Loc|Gender=Fem|Number=Sing	_	_	_	@ab1991f-words#@ab1991f#119.61#119.926
103	св...	св…	X	_	_	_	_	_	@ab1991f-words#@ab1991f#119.926#120.242
104	смог	мочь	VERB	_	Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@ab1991f-words#@ab1991f#120.242#120.558
105	сформироваться	сформироваться	VERB	_	Aspect=Perf|VerbForm=Inf|Voice=Mid	_	_	_	@ab1991f-words#@ab1991f#120.558#120.874
106	/	/	PUNCT	_	_	_	_	_	@ab1991f-words#@ab1991f#120.874#121.19
107	вот	вот	PART	_	_	_	_	_	@ab1991f-words#@ab1991f#121.19#121.506
108	такой	такой	DET	_	Case=Nom|Gender=Masc|Number=Sing	_	_	_	@ab1991f-words#@ab1991f#121.506#121.822
109	принципиальный	принципиальный	ADJ	_	Case=Nom|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@ab1991f-words#@ab1991f#121.822#122.138
110	/	/	PUNCT	_	_	_	_	_	@ab1991f-words#@ab1991f#122.138#122.454
111	бескомпромиссный	бескомпромиссный	ADJ	_	Case=Nom|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@ab1991f-words#@ab1991f#122.454#122.77
112	человек	человек	NOUN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@ab1991f-words#@ab1991f#122.77#123.086
113	как	как	ADV	_	Degree=Pos	_	_	_	@ab1991f-words#@ab1991f#123.086#123.402
114	вы	вы	PRON	_	Case=Nom|Number=Plur|Person=2	_	_	_	@ab1991f-words#@ab1991f#123.402#123.718
115	а	а	CCONJ	_	_	_	_	_	@ab1991f-words#@ab1991f#123.718#124.034
116	в	в	ADP	_	_	_	_	_	@ab1991f-words#@ab1991f#124.034#124.35
117	чём	что	PRON	_	Case=Loc	_	_	_	@ab1991f-words#@ab1991f#124.35#124.666
118	проявляется	проявляться	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Mid	_	_	_	@ab1991f-words#@ab1991f#124.666#124.982
119	ваша	ваш	DET	_	Case=Nom|Gender=Fem|Number=Sing	_	_	_	@ab1991f-words#@ab1991f#124.982#125.298
120	бескомпромиссность	бескомпромиссность	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@ab1991f-words#@ab1991f#125.298#125.614
121	?	?	PUNCT	_	_	_	_	_	@ab1991f-words#@ab1991f#125.614#125.94
122	а	а	CCONJ	_	_	_	_	_	@ab1991f-words#@ab1991f#146.5#146.75
123	вот	вот	PART	_	_	_	_	_	@ab1991f-words#@ab1991f#146.75#147.0
124	оголяться	оголять	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Mid	_	_	_	@ab1991f-words#@ab1991f#147.0#147.25
125	на	на	ADP	_	_	_	_	_	@ab1991f-words#@ab1991f#147.25#147.5
126	сцене	сцена	NOUN	_	Animacy=Inan|Case=Loc|Gender=Fem|Number=Sing	_	_	_	@ab1991f-words#@ab1991f#147.5#147.75
127	?	?	PUNCT	_	_	_	_	_	@ab1991f-words#@ab1991f#147.75#148.0
128	а	а	CCONJ	_	_	_	_	_	@ab1991f-words#@ab1991f#167.39#167.735
129	в	в	ADP	_	_	_	_	_	@ab1991f-words#@ab1991f#167.735#168.08
130	профессии	профессия	NOUN	_	Animacy=Inan|Case=Loc|Gender=Fem|Number=Sing	_	_	_	@ab1991f-words#@ab1991f#168.08#168.425
131	/	/	PUNCT	_	_	_	_	_	@ab1991f-words#@ab1991f#168.425#168.77
132	а	а	INTJ	_	_	_	_	_	@ab1991f-words#@ab1991f#168.77#169.115
133	/	/	PUNCT	_	_	_	_	_	@ab1991f-words#@ab1991f#169.115#169.46
134	жёсткость	жёсткость	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@ab1991f-words#@ab1991f#169.46#169.805
135	определённая	определённый	ADJ	_	Case=Nom|Degree=Pos|Gender=Fem|Number=Sing	_	_	_	@ab1991f-words#@ab1991f#169.805#170.15
136	характера	характер	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	_	_	_	@ab1991f-words#@ab1991f#170.15#170.495
137	/	/	PUNCT	_	_	_	_	_	@ab1991f-words#@ab1991f#170.495#170.84
138	в	в	ADP	_	_	_	_	_	@ab1991f-words#@ab1991f#170.84#171.185
139	актёрской	актёрский	ADJ	_	Case=Loc|Degree=Pos|Gender=Fem|Number=Sing	_	_	_	@ab1991f-words#@ab1991f#171.185#171.53
140	профессии	профессия	NOUN	_	Animacy=Inan|Case=Loc|Gender=Fem|Number=Sing	_	_	_	@ab1991f-words#@ab1991f#171.53#171.875
141	помогает	помогать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@ab1991f-words#@ab1991f#171.875#172.22
142	женщине	женщина	NOUN	_	Animacy=Anim|Case=Dat|Gender=Fem|Number=Sing	_	_	_	@ab1991f-words#@ab1991f#172.22#172.565
143	или	или	CCONJ	_	_	_	_	_	@ab1991f-words#@ab1991f#172.565#172.91
144	мешает	мешать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@ab1991f-words#@ab1991f#172.91#173.255
145	?	?	PUNCT	_	_	_	_	_	@ab1991f-words#@ab1991f#173.255#173.61
146	то	то	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@ab1991f-words#@ab1991f#210.45#210.706
147	есть	быть	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@ab1991f-words#@ab1991f#210.706#210.962
148	вы	вы	PRON	_	Case=Nom|Number=Plur|Person=2	_	_	_	@ab1991f-words#@ab1991f#210.962#211.218
149	человек	человек	NOUN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@ab1991f-words#@ab1991f#211.218#211.474
150	команды	команда	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	_	_	@ab1991f-words#@ab1991f#211.474#211.73
151	всё-таки	все-таки	PART	_	_	_	_	_	@ab1991f-words#@ab1991f#222.09#222.59
152	принципы	принцип	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Plur	_	_	_	@ab1991f-words#@ab1991f#222.59#223.09
153	а	а	CCONJ	_	_	_	_	_	@ab1991f-words#@ab1991f#255.5#255.76
154	он	он	PRON	_	Case=Nom|Gender=Masc|Number=Sing|Person=3	_	_	_	@ab1991f-words#@ab1991f#255.76#256.02
155	как	как	SCONJ	_	_	_	_	_	@ab1991f-words#@ab1991f#256.02#256.28
156	режиссёр	режиссёр	NOUN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@ab1991f-words#@ab1991f#256.28#256.54
157	выступает	выступать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@ab1991f-words#@ab1991f#256.54#256.8
158	ну	ну	PART	_	_	_	_	_	@ab1991f-words#@ab1991f#271.24#271.508
159	для	для	ADP	_	_	_	_	_	@ab1991f-words#@ab1991f#271.508#271.776
160	актёра	актер	NOUN	_	Animacy=Anim|Case=Gen|Gender=Masc|Number=Sing	_	_	_	@ab1991f-words#@ab1991f#271.776#272.044
161	ведь	ведь	PART	_	_	_	_	_	@ab1991f-words#@ab1991f#272.044#272.312
162	важно	важный	ADJ	_	Degree=Pos|Gender=Neut|Number=Sing|Variant=Short	_	_	_	@ab1991f-words#@ab1991f#272.312#272.58
163	также	также	ADV	_	Degree=Pos	_	_	_	@ab1991f-words#@ab1991f#272.58#272.848
164	и	и	CCONJ	_	_	_	_	_	@ab1991f-words#@ab1991f#272.848#273.116
165	наверное	наверное	ADV	_	Degree=Pos	_	_	_	@ab1991f-words#@ab1991f#273.116#273.384
166	/	/	PUNCT	_	_	_	_	_	@ab1991f-words#@ab1991f#273.384#273.652
167	получить	получить	VERB	_	Aspect=Perf|VerbForm=Inf|Voice=Act	_	_	_	@ab1991f-words#@ab1991f#273.652#273.92
168	удовольствие	удовольствие	NOUN	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	@ab1991f-words#@ab1991f#273.92#274.188
169	от	от	ADP	_	_	_	_	_	@ab1991f-words#@ab1991f#274.188#274.456
170	процесса	процесс	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	_	_	_	@ab1991f-words#@ab1991f#274.456#274.724
171	но	но	CCONJ	_	_	_	_	_	@ab1991f-words#@ab1991f#274.724#274.992
172	и	и	PART	_	_	_	_	_	@ab1991f-words#@ab1991f#274.992#275.26
173	важен	важный	ADJ	_	Degree=Pos|Gender=Masc|Number=Sing|Variant=Short	_	_	_	@ab1991f-words#@ab1991f#275.26#275.528
174	результат	результат	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@ab1991f-words#@ab1991f#275.528#275.796
175	наверное	наверное	ADV	_	Degree=Pos	_	_	_	@ab1991f-words#@ab1991f#275.796#276.064
176	да	да	INTJ	_	_	_	_	_	@ab1991f-words#@ab1991f#276.064#276.332
177	?	?	PUNCT	_	_	_	_	_	@ab1991f-words#@ab1991f#276.332#276.6
178	на	на	ADP	_	_	_	_	_	@ab1991f-words#@ab1991f#276.6#276.868
179	/	/	PUNCT	_	_	_	_	_	@ab1991f-words#@ab1991f#276.868#277.136
180	на	на	ADP	_	_	_	_	_	@ab1991f-words#@ab1991f#277.136#277.404
181	зрителя	зритель	NOUN	_	Animacy=Anim|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@ab1991f-words#@ab1991f#277.404#277.68
182	совпадает	совпадать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@ab1991f-words#@ab1991f#279.28#280.1
183	аа	а	INTJ	_	_	_	_	_	@ab1991f-words#@ab1991f#315.0#315.312
184	вот	вот	PART	_	_	_	_	_	@ab1991f-words#@ab1991f#315.312#315.624
185	с	с	ADP	_	_	_	_	_	@ab1991f-words#@ab1991f#315.624#315.936
186	каким	какой	DET	_	Case=Ins|Gender=Masc|Number=Sing	_	_	_	@ab1991f-words#@ab1991f#315.936#316.248
187	режиссёром	режиссёр	NOUN	_	Animacy=Inan|Case=Ins|Gender=Masc|Number=Sing	_	_	_	@ab1991f-words#@ab1991f#316.248#316.56
188	комфортнее	комфортный	ADJ	_	Degree=Cmp	_	_	_	@ab1991f-words#@ab1991f#316.56#316.872
189	?	?	PUNCT	_	_	_	_	_	@ab1991f-words#@ab1991f#316.872#317.184
190	который	который	PRON	_	Case=Nom	_	_	_	@ab1991f-words#@ab1991f#317.184#317.496
191	/	/	PUNCT	_	_	_	_	_	@ab1991f-words#@ab1991f#317.496#317.808
192	аа	а	INTJ	_	_	_	_	_	@ab1991f-words#@ab1991f#317.808#318.12
193	/	/	PUNCT	_	_	_	_	_	@ab1991f-words#@ab1991f#318.12#318.432
194	авторитарно	авторитарно	ADV	_	Degree=Pos	_	_	_	@ab1991f-words#@ab1991f#318.432#318.744
195	диктует	диктовать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@ab1991f-words#@ab1991f#318.744#319.056
196	роль	роль	NOUN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing	_	_	_	@ab1991f-words#@ab1991f#319.056#319.368
197	или	или	CCONJ	_	_	_	_	_	@ab1991f-words#@ab1991f#319.368#319.68
198	который	который	PRON	_	Case=Nom	_	_	_	@ab1991f-words#@ab1991f#319.68#319.992
199	позволяет	позволять	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@ab1991f-words#@ab1991f#319.992#320.304
200	вносить	вносить	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Act	_	_	_	@ab1991f-words#@ab1991f#320.304#320.616
201	что-то	что-то	PRON	_	Case=Acc	_	_	_	@ab1991f-words#@ab1991f#320.616#320.928
202	своё	свой	DET	_	Case=Acc|Gender=Neut|Number=Sing	_	_	_	@ab1991f-words#@ab1991f#320.928#321.24
203	?	?	PUNCT	_	_	_	_	_	@ab1991f-words#@ab1991f#321.24#321.552
204	и	и	CCONJ	_	_	_	_	_	@ab1991f-words#@ab1991f#321.552#321.864
205	кстати	кстати	ADV	_	Degree=Pos	_	_	_	@ab1991f-words#@ab1991f#321.864#322.176
206	каким	какой	DET	_	Case=Ins|Gender=Masc|Number=Sing	_	_	_	@ab1991f-words#@ab1991f#322.176#322.488
207	режиссёром	режиссёр	NOUN	_	Animacy=Inan|Case=Ins|Gender=Masc|Number=Sing	_	_	_	@ab1991f-words#@ab1991f#322.488#322.8
208	ваш	ваш	DET	_	Case=Nom|Gender=Masc|Number=Sing	_	_	_	@ab1991f-words#@ab1991f#322.8#323.112
209	сын	сын	NOUN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@ab1991f-words#@ab1991f#323.112#323.424
210	становится	становиться	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Mid	_	_	_	@ab1991f-words#@ab1991f#323.424#323.736
211	?	?	PUNCT	_	_	_	_	_	@ab1991f-words#@ab1991f#323.736#324.05
212	нет	нет	INTJ	_	_	_	_	_	@omo1947f-words#@omo1947f#31.51#31.832
213	/	/	PUNCT	_	_	_	_	_	@omo1947f-words#@omo1947f#31.832#32.154
214	не	не	PART	_	_	_	_	_	@omo1947f-words#@omo1947f#32.154#32.476
215	соглашусь	согласиться	VERB	_	Aspect=Perf|Mood=Ind|Number=Sing|Person=1|Tense=Fut|VerbForm=Fin|Voice=Mid	_	_	_	@omo1947f-words#@omo1947f#32.476#32.8
216	никак	никак	ADV	_	Degree=Pos	_	_	_	@omo1947f-words#@omo1947f#34.15#34.515
217	/	/	PUNCT	_	_	_	_	_	@omo1947f-words#@omo1947f#34.515#34.88
218	счастливым	счастливый	ADJ	_	Case=Ins|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@omo1947f-words#@omo1947f#34.88#35.245
219	можно	можно	AUX	_	Degree=Pos	_	_	_	@omo1947f-words#@omo1947f#35.245#35.61
220	быть	быть	AUX	_	Aspect=Imp|VerbForm=Inf|Voice=Act	_	_	_	@omo1947f-words#@omo1947f#35.61#35.975
221	/	/	PUNCT	_	_	_	_	_	@omo1947f-words#@omo1947f#35.975#36.34
222	и	и	PART	_	_	_	_	_	@omo1947f-words#@omo1947f#36.34#36.705
223	не	не	PART	_	_	_	_	_	@omo1947f-words#@omo1947f#36.705#37.07
224	знаменитым	знаменитый	VERB	_	Aspect=Perf|Case=Ins|Gender=Neut|Number=Sing|Tense=Past|VerbForm=Part|Voice=Pass	_	_	_	@omo1947f-words#@omo1947f#37.07#37.435
225	/	/	PUNCT	_	_	_	_	_	@omo1947f-words#@omo1947f#37.435#37.8
