52	придё…	приходиться	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Mid	_	_	_	@dpb1961m-word#@dpb1961m#39.04#39.383
53	придётся	приходиться	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Mid	_	_	_	@dpb1961m-word#@dpb1961m#39.383#39.726
54	поступиться	поступить	VERB	_	Aspect=Perf|VerbForm=Inf|Voice=Mid	_	_	_	@dpb1961m-word#@dpb1961m#39.726#40.069
55	принципами	принцип	NOUN	_	Animacy=Inan|Case=Ins|Gender=Masc|Number=Plur	_	_	_	@dpb1961m-word#@dpb1961m#40.069#40.412
56	/	/	PUNCT	_	_	_	_	_	@dpb1961m-word#@dpb1961m#40.412#40.755
57	не	не	INTJ	_	_	_	_	_	@dpb1961m-word#@dpb1961m#40.755#41.098
58	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@dpb1961m-word#@dpb1961m#41.098#41.441
59	не	не	PART	_	_	_	_	_	@dpb1961m-word#@dpb1961m#41.441#41.784
60	об	о	ADP	_	_	_	_	_	@dpb1961m-word#@dpb1961m#41.784#42.127
61	этом	это	PRON	_	Animacy=Inan|Case=Loc|Gender=Neut|Number=Sing	_	_	_	@dpb1961m-word#@dpb1961m#42.127#42.49
62	ну	ну	PART	_	_	_	_	_	@dpb1961m-word#@dpb1961m#43.0#43.398
63	хорошо	хороший	ADV	_	Degree=Pos	_	_	_	@dpb1961m-word#@dpb1961m#43.398#43.796
64	/	/	PUNCT	_	_	_	_	_	@dpb1961m-word#@dpb1961m#43.796#44.194
65	а	а	CCONJ	_	_	_	_	_	@dpb1961m-word#@dpb1961m#44.194#44.592
66	если	если	SCONJ	_	_	_	_	_	@dpb1961m-word#@dpb1961m#44.592#44.99
67	мы	мы	PRON	_	Case=Nom|Number=Plur|Person=1	_	_	_	@dpb1961m-word#@dpb1961m#44.99#45.388
68	попытаемся	пытаться	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=1|Tense=Pres|VerbForm=Fin|Voice=Mid	_	_	_	@dpb1961m-word#@dpb1961m#45.388#45.786
69	искусственно	искусственно	ADV	_	Degree=Pos	_	_	_	@dpb1961m-word#@dpb1961m#45.786#46.184
70	ввести	ввести	VERB	_	Aspect=Perf|VerbForm=Inf|Voice=Act	_	_	_	@dpb1961m-word#@dpb1961m#46.184#46.582
71	долготу	долгота	NOUN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing	_	_	_	@dpb1961m-word#@dpb1961m#46.582#46.98
72	гласных	гласный	ADJ	_	Case=Gen|Degree=Pos|Number=Plur	_	_	_	@dpb1961m-word#@dpb1961m#46.98#47.379
73	и	и	CCONJ	_	_	_	_	_	@dpb1961m-word#@dpb1961m#47.96#48.307
74	дом	дом	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@dpb1961m-word#@dpb1961m#48.307#48.654
75	будет	быть	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@dpb1961m-word#@dpb1961m#48.654#49.001
76	одно	один	NUM	_	Case=Nom|Gender=Neut	_	_	_	@dpb1961m-word#@dpb1961m#49.001#49.348
77	а	а	CCONJ	_	_	_	_	_	@dpb1961m-word#@dpb1961m#49.348#49.695
78	дом	дом	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@dpb1961m-word#@dpb1961m#49.695#50.042
79	будет	быть	AUX	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@dpb1961m-word#@dpb1961m#50.042#50.389
80	другое	другой	ADJ	_	Case=Nom|Degree=Pos|Gender=Neut|Number=Sing	_	_	_	@dpb1961m-word#@dpb1961m#50.389#50.736
81	/	/	PUNCT	_	_	_	_	_	@dpb1961m-word#@dpb1961m#50.736#51.083
82	как	как	SCONJ	_	_	_	_	_	@dpb1961m-word#@dpb1961m#51.083#51.43
83	в	в	ADP	_	_	_	_	_	@dpb1961m-word#@dpb1961m#51.43#51.777
84	немецком	немецкий	ADJ	_	Case=Loc|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@dpb1961m-word#@dpb1961m#51.777#52.124
85	языке	язык	NOUN	_	Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing	_	_	_	@dpb1961m-word#@dpb1961m#52.124#52.471
86	shtadt	shtadt	X	_	Foreign=Yes	_	_	_	@dpb1961m-word#@dpb1961m#52.471#52.818
87	это	это	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@dpb1961m-word#@dpb1961m#52.818#53.165
88	одно	один	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@dpb1961m-word#@dpb1961m#53.165#53.512
89	shtadt	shtadt	X	_	Foreign=Yes	_	_	_	@dpb1961m-word#@dpb1961m#53.512#53.859
90	другое	другой	ADJ	_	Case=Acc|Degree=Pos|Gender=Neut|Number=Sing	_	_	_	@dpb1961m-word#@dpb1961m#53.859#54.206
91	/	/	PUNCT	_	_	_	_	_	@dpb1961m-word#@dpb1961m#54.206#54.553
92	по-русски	по-русски	ADV	_	Degree=Pos	_	_	_	@dpb1961m-word#@dpb1961m#54.553#54.9
93	даже	даже	PART	_	_	_	_	_	@dpb1961m-word#@dpb1961m#54.9#55.247
94	ии	и	INTJ	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	_	_	@dpb1961m-word#@dpb1961m#55.247#55.594
95	на	на	ADP	_	_	_	_	_	@dpb1961m-word#@dpb1961m#55.594#55.941
96	слух	слух	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@dpb1961m-word#@dpb1961m#55.941#56.288
97	непонятно	непонятный	ADJ	_	Degree=Pos|Gender=Neut|Number=Sing|Variant=Short	_	_	_	@dpb1961m-word#@dpb1961m#56.288#56.653
98	ну	ну	PART	_	_	_	_	_	@dpb1961m-word#@dpb1961m#63.428#63.706
99	слава	слава	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@dpb1961m-word#@dpb1961m#63.706#63.984
100	богу	бог	NOUN	_	Animacy=Anim|Case=Dat|Gender=Masc|Number=Sing	_	_	_	@dpb1961m-word#@dpb1961m#63.984#64.262
101	/	/	PUNCT	_	_	_	_	_	@dpb1961m-word#@dpb1961m#64.262#64.54
102	вот	вот	PART	_	_	_	_	_	@dpb1961m-word#@dpb1961m#64.54#64.818
103	вы	вы	PRON	_	Case=Nom|Number=Plur|Person=2	_	_	_	@dpb1961m-word#@dpb1961m#64.818#65.096
104	меня	я	PRON	_	Case=Acc|Number=Sing|Person=1	_	_	_	@dpb1961m-word#@dpb1961m#65.096#65.374
105	успокоили	успокоить	VERB	_	Aspect=Perf|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@dpb1961m-word#@dpb1961m#65.374#65.659
106	да	да	INTJ	_	_	_	_	_	@dpb1961m-word#@dpb1961m#65.81#66.29
107	ну	ну	PART	_	_	_	_	_	@dpb1961m-word#@dpb1961m#74.37#74.713
108	запретили	запретить	VERB	_	Aspect=Perf|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@dpb1961m-word#@dpb1961m#74.713#75.056
109	же	же	PART	_	_	_	_	_	@dpb1961m-word#@dpb1961m#75.056#75.399
110	/	/	PUNCT	_	_	_	_	_	@dpb1961m-word#@dpb1961m#75.399#75.742
111	обсценную	обсценный	ADJ	_	Case=Acc|Degree=Pos|Gender=Fem|Number=Sing	_	_	_	@dpb1961m-word#@dpb1961m#75.742#76.085
112	лексику	лексика	NOUN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing	_	_	_	@dpb1961m-word#@dpb1961m#76.085#76.428
113	мм	мм	INTJ	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	_	_	_	@dpb1961m-word#@dpb1961m#79.9#80.186
114	/	/	PUNCT	_	_	_	_	_	@dpb1961m-word#@dpb1961m#80.186#80.472
115	но	но	CCONJ	_	_	_	_	_	@dpb1961m-word#@dpb1961m#80.472#80.758
116	не	не	PART	_	_	_	_	_	@dpb1961m-word#@dpb1961m#80.758#81.044
117	грамматику	грамматика	NOUN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing	_	_	_	@dpb1961m-word#@dpb1961m#81.044#81.332
118	угу…	угу	INTJ	_	_	_	_	_	@dpb1961m-word#@dpb1961m#83.4#84.115
119	да	да	INTJ	_	_	_	_	_	@dpb1961m-word#@dpb1961m#90.15#90.42
120	да	да	INTJ	_	_	_	_	_	@dpb1961m-word#@dpb1961m#91.05#91.31
121	и	и	PART	_	_	_	_	_	@dpb1961m-word#@dpb1961m#91.91#92.164
122	кофе	кофе	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@dpb1961m-word#@dpb1961m#92.164#92.328
123	-	-	PUNCT						@dpb1961m-word#@dpb1961m#92.328#92.368
124	то	то	PART						@dpb1961m-word#@dpb1961m#92.368#92.418
125	точно	точно	ADV	_	Degree=Pos	_	_	_	@dpb1961m-word#@dpb1961m#92.418#92.672
126	будет	быть	AUX	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@dpb1961m-word#@dpb1961m#92.672#92.926
127	среднего	средний	ADJ	_	Case=Gen|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@dpb1961m-word#@dpb1961m#92.926#93.18
128	рода	род	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	_	_	_	@dpb1961m-word#@dpb1961m#93.18#93.434
129	?	?	PUNCT	_	_	_	_	_	@dpb1961m-word#@dpb1961m#93.434#93.688
130	/	/	PUNCT	_	_	_	_	_	@dpb1961m-word#@dpb1961m#93.688#93.942
131	здесь	здесь	ADV	_	Degree=Pos	_	_	_	@dpb1961m-word#@dpb1961m#93.942#94.196
132	/	/	PUNCT	_	_	_	_	_	@dpb1961m-word#@dpb1961m#94.196#94.45
133	ну	ну	PART	_	_	_	_	_	@dpb1961m-word#@dpb1961m#94.45#94.704
134	сомнения	сомнение	NOUN	_	Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing	_	_	_	@dpb1961m-word#@dpb1961m#94.704#94.958
135	нет	нет	INTJ	_	_	_	_	_	@dpb1961m-word#@dpb1961m#94.958#95.212
136	…	…	PUNCT	_	_	_	_	_	@dpb1961m-word#@dpb1961m#95.212#95.479
137	да	да	INTJ	_	_	_	_	_	@dpb1961m-word#@dpb1961m#96.11#96.434
138	/	/	PUNCT	_	_	_	_	_	@dpb1961m-word#@dpb1961m#96.434#96.758
139	вообще	вообще	ADV	_	Degree=Pos	_	_	_	@dpb1961m-word#@dpb1961m#96.758#96.941
140	-	-	PUNCT	_	_	_	_	_	@dpb1961m-word#@dpb1961m#96.941#96.983
141	то	то	PART	_	_	_	_	_	@dpb1961m-word#@dpb1961m#96.983#97.082
142	филолог	филолог	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@dpb1961m-word#@dpb1961m#97.082#97.406
143	э…	это	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@dpb1961m-word#@dpb1961m#97.406#97.73
144	это	это	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@dpb1961m-word#@dpb1961m#97.73#98.054
145	очень	очень	ADV	_	Degree=Pos	_	_	_	@dpb1961m-word#@dpb1961m#98.054#98.378
146	/	/	PUNCT	_	_	_	_	_	@dpb1961m-word#@dpb1961m#98.378#98.702
147	большое	большой	ADJ	_	Case=Nom|Degree=Pos|Gender=Neut|Number=Sing	_	_	_	@dpb1961m-word#@dpb1961m#98.702#99.026
148	заблуждение	заблуждение	NOUN	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@dpb1961m-word#@dpb1961m#99.026#99.35
149	/	/	PUNCT	_	_	_	_	_	@dpb1961m-word#@dpb1961m#99.35#99.674
150	да	да	INTJ	_	_	_	_	_	@dpb1961m-word#@dpb1961m#99.674#100.0
151	ну	ну	PART	_	_	_	_	_	@dpb1961m-word#@dpb1961m#100.241#100.545
152	считать	считать	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Act	_	_	_	@dpb1961m-word#@dpb1961m#100.545#100.849
153	что	что	SCONJ	_	_	_	_	_	@dpb1961m-word#@dpb1961m#100.849#101.153
154	мм	мм	INTJ	_	_	_	_	_	@dpb1961m-word#@dpb1961m#101.153#101.457
155	вопрос	вопрос	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@dpb1961m-word#@dpb1961m#101.457#101.761
156	как	как	ADV	_	Degree=Pos	_	_	_	@dpb1961m-word#@dpb1961m#101.761#102.065
157	правильно	правильный	ADV	_	Degree=Pos	_	_	_	@dpb1961m-word#@dpb1961m#102.065#102.369
158	/	/	PUNCT	_	_	_	_	_	@dpb1961m-word#@dpb1961m#102.369#102.673
159	который	который	PRON	_	Case=Acc	_	_	_	@dpb1961m-word#@dpb1961m#102.673#102.977
160	замечательная	замечательный	ADJ	_	Case=Nom|Degree=Pos|Gender=Fem|Number=Sing	_	_	_	@dpb1961m-word#@dpb1961m#102.977#103.281
161	Марина	Марина	PROPN	_	Animacy=Anim|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@dpb1961m-word#@dpb1961m#103.281#103.585
162	Королёва	Королева	PROPN	_	Animacy=Anim|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@dpb1961m-word#@dpb1961m#103.585#103.889
163	задаёт	задавать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@dpb1961m-word#@dpb1961m#103.889#104.193
164	на	на	ADP	_	_	_	_	_	@dpb1961m-word#@dpb1961m#104.193#104.497
165	«Эхе	«Эхо	NOUN	_	Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing	_	_	_	@dpb1961m-word#@dpb1961m#104.497#104.801
166	Москвы»	Москвы»	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	_	_	@dpb1961m-word#@dpb1961m#104.801#105.105
167	/	/	PUNCT	_	_	_	_	_	@dpb1961m-word#@dpb1961m#105.105#105.409
168	там	там	ADV	_	Degree=Pos	_	_	_	@dpb1961m-word#@dpb1961m#105.409#105.713
169	/	/	PUNCT	_	_	_	_	_	@dpb1961m-word#@dpb1961m#105.713#106.017
170	с	с	ADP	_	_	_	_	_	@dpb1961m-word#@dpb1961m#106.017#106.321
171	какой-то	какой-то	DET	_	Case=Ins|Gender=Fem|Number=Sing	_	_	_	@dpb1961m-word#@dpb1961m#106.321#106.625
172	частотой	частота	NOUN	_	Animacy=Inan|Case=Ins|Gender=Fem|Number=Sing	_	_	_	@dpb1961m-word#@dpb1961m#106.625#106.929
173	/	/	PUNCT	_	_	_	_	_	@dpb1961m-word#@dpb1961m#106.929#107.233
174	он	он	PRON	_	Case=Nom|Gender=Masc|Number=Sing|Person=3	_	_	_	@dpb1961m-word#@dpb1961m#107.233#107.537
175	аа	аа	INTJ	_	_	_	_	_	@dpb1961m-word#@dpb1961m#107.537#107.841
176	актуален	актуальный	ADJ	_	Degree=Pos|Gender=Masc|Number=Sing|Variant=Short	_	_	_	@dpb1961m-word#@dpb1961m#107.841#108.145
177	для	для	ADP	_	_	_	_	_	@dpb1961m-word#@dpb1961m#108.145#108.449
178	всех	все	PRON	_	Animacy=Anim|Case=Gen|Number=Plur	_	_	_	@dpb1961m-word#@dpb1961m#108.449#108.753
179	/	/	PUNCT	_	_	_	_	_	@dpb1961m-word#@dpb1961m#108.753#109.057
180	для	для	ADP	_	_	_	_	_	@dpb1961m-word#@dpb1961m#109.057#109.361
181	филолога	филолог	NOUN	_	Animacy=Anim|Case=Gen|Gender=Masc|Number=Sing	_	_	_	@dpb1961m-word#@dpb1961m#109.361#109.665
182	это	это	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@dpb1961m-word#@dpb1961m#109.665#109.969
183	вопрос	вопрос	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@dpb1961m-word#@dpb1961m#109.969#110.273
184	в	в	ADP	_	_	_	_	_	@dpb1961m-word#@dpb1961m#110.273#110.577
185	общем	общий	ADJ	_	Case=Loc|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@dpb1961m-word#@dpb1961m#110.577#110.881
186	не...	нe	PART	_	_	_	_	_	@dpb1961m-word#@dpb1961m#110.881#111.185
187	как	как	ADV	_	Degree=Pos	_	_	_	@dpb1961m-word#@dpb1961m#111.185#111.489
188	было	быть	AUX	_	Aspect=Imp|Gender=Neut|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@dpb1961m-word#@dpb1961m#111.489#111.793
189	правильно	правильно	ADV	_	Degree=Pos	_	_	_	@dpb1961m-word#@dpb1961m#111.793#112.097
190	когда-то	когда-то	ADV	_	Degree=Pos	_	_	_	@dpb1961m-word#@dpb1961m#112.097#112.42
191	музы́ка	музы́ка	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	_	_	_	@dpb1961m-word#@dpb1961m#112.87#113.131
192	полковая	полковый	ADJ	_	Case=Nom|Degree=Pos|Gender=Fem|Number=Sing	_	_	_	@dpb1961m-word#@dpb1961m#113.131#113.392
193	да	да	INTJ	_	_	_	_	_	@dpb1961m-word#@dpb1961m#113.392#113.653
194	/	/	PUNCT	_	_	_	_	_	@dpb1961m-word#@dpb1961m#113.653#113.914
195	щас	щас	ADV	_	Degree=Pos	_	_	_	@dpb1961m-word#@dpb1961m#113.914#114.175
196	му́зыка	му́зыка	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	_	_	_	@dpb1961m-word#@dpb1961m#114.175#114.436
197	/	/	PUNCT	_	_	_	_	_	@dpb1961m-word#@dpb1961m#114.436#114.697
198	до́мы	до́ма	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Plur	_	_	_	@dpb1961m-word#@dpb1961m#114.697#114.958
199	то́мы	то́ма	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Plur	_	_	_	@dpb1961m-word#@dpb1961m#114.958#115.219
200	/	/	PUNCT	_	_	_	_	_	@dpb1961m-word#@dpb1961m#115.219#115.48
201	а	а	CCONJ	_	_	_	_	_	@dpb1961m-word#@dpb1961m#115.48#115.741
202	щас	щас	ADV	_	Degree=Pos	_	_	_	@dpb1961m-word#@dpb1961m#115.741#116.002
203	дома	дом	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Plur	_	_	_	@dpb1961m-word#@dpb1961m#116.002#116.263
204	тома	том	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Plur	_	_	_	@dpb1961m-word#@dpb1961m#116.263#116.533
205	угу	угу	INTJ	_	_	_	_	_	@dpb1961m-word#@dpb1961m#121.88#122.28
206	ну	ну	PART	_	_	_	_	_	@dpb1961m-word#@dpb1961m#124.54#124.777
207	Виктор	Виктор	PROPN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@dpb1961m-word#@dpb1961m#124.777#125.014
208	Владимирович	Владимирович	PROPN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@dpb1961m-word#@dpb1961m#125.014#125.251
209	?	?	PUNCT	_	_	_	_	_	@dpb1961m-word#@dpb1961m#125.251#125.49
210	всё	все	PRON	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	@dpb1961m-word#@dpb1961m#148.62#148.99
211	правильно	правильно	ADV	_	Degree=Pos	_	_	_	@dpb1961m-word#@dpb1961m#148.99#149.36
212	да-да	да-да	ADV	_	Degree=Pos	_	_	_	@dpb1961m-word#@dpb1961m#153.079#153.538
213	это	это	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@dpb1961m-word#@dpb1961m#153.97#154.297
214	мне	я	PRON	_	Case=Dat|Number=Sing|Person=1	_	_	_	@dpb1961m-word#@dpb1961m#154.297#154.624
215	напоминает	напоминать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@dpb1961m-word#@dpb1961m#154.624#154.951
216	разговоры	разговор	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Plur	_	_	_	@dpb1961m-word#@dpb1961m#154.951#155.278
217	/	/	PUNCT	_	_	_	_	_	@dpb1961m-word#@dpb1961m#155.278#155.605
218	анекдоты	анекдот	NOUN	_	Animacy=Inan|Case=AccGender=Masc|Number=Plur	_	_	_	@dpb1961m-word#@dpb1961m#155.605#155.932
219	про	про	ADP	_	_	_	_	_	@dpb1961m-word#@dpb1961m#155.932#156.259
